number,name,goals,two_min,card,team,date,game_id,league_id,league_name
5,Mario Reuter,1,2,None,Ahrensburger TSV,2024-09-20 20:00:00,handball4all.hamburg.7840041,handball4all.hamburg.126991,Männer Oberliga (100)
6,Florian Bleyl,2,0,None,Ahrensburger TSV,2024-09-20 20:00:00,handball4all.hamburg.7840041,handball4all.hamburg.126991,Männer Oberliga (100)
7,Markus Fraikin,1,0,None,Ahrensburger TSV,2024-09-20 20:00:00,handball4all.hamburg.7840041,handball4all.hamburg.126991,Männer Oberliga (100)
8,Peter Ubert,8,0,None,Ahrensburger TSV,2024-09-20 20:00:00,handball4all.hamburg.7840041,handball4all.hamburg.126991,Männer Oberliga (100)
10,Lucas Gertz,0,0,None,Ahrensburger TSV,2024-09-20 20:00:00,handball4all.hamburg.7840041,handball4all.hamburg.126991,Männer Oberliga (100)
11,Philipp Lamprecht,2,0,None,Ahrensburger TSV,2024-09-20 20:00:00,handball4all.hamburg.7840041,handball4all.hamburg.126991,Männer Oberliga (100)
12,Christian Lamprecht,0,1,None,Ahrensburger TSV,2024-09-20 20:00:00,handball4all.hamburg.7840041,handball4all.hamburg.126991,Männer Oberliga (100)
13,Norbert Schrader,1,0,None,Ahrensburger TSV,2024-09-20 20:00:00,handball4all.hamburg.7840041,handball4all.hamburg.126991,Männer Oberliga (100)
15,Daniel Schulz,0,0,yellow,Ahrensburger TSV,2024-09-20 20:00:00,handball4all.hamburg.7840041,handball4all.hamburg.126991,Männer Oberliga (100)
19,Joshua Gertz,2,1,None,Ahrensburger TSV,2024-09-20 20:00:00,handball4all.hamburg.7840041,handball4all.hamburg.126991,Männer Oberliga (100)
22,Tim Laveaux,1,0,None,Ahrensburger TSV,2024-09-20 20:00:00,handball4all.hamburg.7840041,handball4all.hamburg.126991,Männer Oberliga (100)
26,Christian Cornehl,0,0,None,Ahrensburger TSV,2024-09-20 20:00:00,handball4all.hamburg.7840041,handball4all.hamburg.126991,Männer Oberliga (100)
1,Lasse-Jonas Thies,0,0,None,HSG Elbvororte,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
2,Jan-Niklas Böge,0,0,None,HSG Elbvororte,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
7,Bjarne Jessen,6,0,None,HSG Elbvororte,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
11,Danny Bohlken,4,0,None,HSG Elbvororte,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
17,Jan Niclas Mühlbrandt,1,0,None,HSG Elbvororte,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
18,Maris Kilian von Kuenheim,5,0,None,HSG Elbvororte,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
24,Nicolas Philippi,5,1,None,HSG Elbvororte,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
25,Nikolai Swiedelsky,0,0,None,HSG Elbvororte,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
29,Hans Gustav Giest,2,0,None,HSG Elbvororte,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
30,Clemens Doll,1,1,yellow,HSG Elbvororte,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
47,Michael Kühn,4,0,None,HSG Elbvororte,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
55,Bahne Witschel,2,0,yellow,HSG Elbvororte,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
77,Boye Witschel,1,1,None,HSG Elbvororte,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
90,Florian Neukirchen,0,0,None,HSG Elbvororte,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
2,Tjorben Voss,1,0,yellow,TSV Uetersen,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
4,Jakob Cornelius Munzke,0,0,None,TSV Uetersen,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
6,Torben Schülbe,1,0,None,TSV Uetersen,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
7,Lars Zwillus,4,0,None,TSV Uetersen,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
8,Lasse Timm,9,0,None,TSV Uetersen,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
10,Jannik Lohse,0,0,None,TSV Uetersen,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
11,Jan Ole Carstensen,0,1,None,TSV Uetersen,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
12,Peter Bergmann,0,0,None,TSV Uetersen,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
13,Jan Neumann,9,0,None,TSV Uetersen,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
17,Thore Niklas Marin,0,1,None,TSV Uetersen,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
20,Yannik Voß,3,2,None,TSV Uetersen,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
77,Malte Hell,0,0,None,TSV Uetersen,2024-09-21 18:00:00,handball4all.hamburg.7840026,handball4all.hamburg.126991,Männer Oberliga (100)
1,Marvin Morres,0,0,None,TH Eilbeck,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
2,Markus Reiser,5,0,None,TH Eilbeck,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
3,Steffen Cordes,1,2,None,TH Eilbeck,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
4,Finn Johannes Rahn-Marx,3,0,None,TH Eilbeck,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
6,Jakobus Gäth,2,0,None,TH Eilbeck,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
8,Friso Dirks,0,0,None,TH Eilbeck,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
10,Arne Bonke,1,1,None,TH Eilbeck,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
12,Marcel Meiners,0,0,None,TH Eilbeck,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
15,Alexander Weiss,4,0,None,TH Eilbeck,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
17,Paul Jahnke,2,0,None,TH Eilbeck,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
20,Maximilian Werner,2,1,None,TH Eilbeck,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
27,Thorben Lippert,1,0,None,TH Eilbeck,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
31,Jan-Niklas Rode,1,0,None,TH Eilbeck,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
87,Julian Ulrich,5,1,None,TH Eilbeck,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
1,Malte Iversen,0,0,None,Rellinger TV,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
3,Jan Böttcher,3,0,None,Rellinger TV,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
4,Niklas Romahn,5,1,None,Rellinger TV,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
7,Till Sonnenberg,1,0,None,Rellinger TV,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
9,Alexander Dohrmann,4,0,yellow,Rellinger TV,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
14,Daniel Rechter,2,0,None,Rellinger TV,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
15,Fabian Furtner,10,1,yellow,Rellinger TV,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
17,Jonas Hoffmann,1,0,None,Rellinger TV,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
19,Ben Arthur Arend,1,1,None,Rellinger TV,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
21,Niklas Theege,2,0,None,Rellinger TV,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
23,Marcel Boster,6,1,None,Rellinger TV,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
29,Kevin Hertel,0,1,None,Rellinger TV,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
30,Kevin Paulsen,6,0,None,Rellinger TV,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
54,Marco Simonsen,0,0,None,Rellinger TV,2024-09-21 18:00:00,handball4all.hamburg.7840046,handball4all.hamburg.126991,Männer Oberliga (100)
3,Valentin Schmuggerow,10,0,None,1. HC Quickborn,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
5,Alex Meier,1,1,yellow,1. HC Quickborn,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
7,Thorben Kuhlmann,1,0,None,1. HC Quickborn,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
13,Colin Dominique Hannig,0,0,None,1. HC Quickborn,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
16,Ben Kamin,0,0,None,1. HC Quickborn,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
17,Finn Hoyer,0,0,None,1. HC Quickborn,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
22,Carl-Simon Ullfors,5,0,yellow,1. HC Quickborn,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
25,Konstantin Schmuggerow,1,0,None,1. HC Quickborn,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
27,Bjarne Bucken,2,1,yellow,1. HC Quickborn,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
32,Peer Kurschus,5,0,None,1. HC Quickborn,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
39,Maurice Mannhaupt,2,0,None,1. HC Quickborn,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
77,Umut Erdagi,0,0,None,1. HC Quickborn,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
1,Matthias Worms,0,0,None,FC St. Pauli 2,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
3,Skalde Olof Runge,1,0,None,FC St. Pauli 2,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
4,Klaus Häfele,7,0,None,FC St. Pauli 2,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
6,Arne Dohren,3,0,None,FC St. Pauli 2,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
7,Christoph Pöllmann,1,0,yellow,FC St. Pauli 2,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
9,Keno Spelsberg,2,1,yellow,FC St. Pauli 2,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
10,Benjamin Bethge,1,1,None,FC St. Pauli 2,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
12,Lukas Leidreiter,0,0,None,FC St. Pauli 2,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
13,Arno Holzhaus,3,1,None,FC St. Pauli 2,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
21,Lars Bente,6,0,None,FC St. Pauli 2,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
23,Andre Bender,0,0,None,FC St. Pauli 2,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
32,Alexander Enders,0,1,None,FC St. Pauli 2,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
77,Denisz Koleszar,2,1,None,FC St. Pauli 2,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
87,Maximilian Kaufmann,3,0,yellow,FC St. Pauli 2,2024-09-21 18:00:00,handball4all.hamburg.7840051,handball4all.hamburg.126991,Männer Oberliga (100)
3,Julius Jäger,6,0,None,HG Hamburg-Barmbek 2,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
6,Artur Bensel,0,0,None,HG Hamburg-Barmbek 2,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
9,Heinz Luckhardt,4,0,None,HG Hamburg-Barmbek 2,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
11,Jannis Schliesing,3,0,yellow,HG Hamburg-Barmbek 2,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
12,Sven Person,0,0,None,HG Hamburg-Barmbek 2,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
15,Noah Sprengkamp,1,0,None,HG Hamburg-Barmbek 2,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
17,Gunar Heinrich Rahn-Marx,2,2,None,HG Hamburg-Barmbek 2,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
18,Leon Loew,0,0,None,HG Hamburg-Barmbek 2,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
19,Florian Horwege,1,0,None,HG Hamburg-Barmbek 2,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
32,Mateo Türke,2,0,None,HG Hamburg-Barmbek 2,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
33,Björn Gercken,4,0,None,HG Hamburg-Barmbek 2,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
34,Yannic-Andre Voß,0,0,None,HG Hamburg-Barmbek 2,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
1,Jonas Meier,0,0,None,TuS Finkenwerder,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
4,Lukas Creutz,0,0,None,TuS Finkenwerder,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
6,Tobias Finck,0,0,None,TuS Finkenwerder,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
7,Thees Köhn,1,0,None,TuS Finkenwerder,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
10,Florian Höpner,1,0,None,TuS Finkenwerder,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
12,Sven Sommer,0,0,None,TuS Finkenwerder,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
13,Janis Mewes,2,0,yellow,TuS Finkenwerder,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
17,Finn Simcsak,3,0,None,TuS Finkenwerder,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
21,Clarence Clauss,3,0,None,TuS Finkenwerder,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
24,Sebastian Kielhorn,1,0,None,TuS Finkenwerder,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
29,Joel Frost,5,0,red,TuS Finkenwerder,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
34,Janes von Holten,7,0,None,TuS Finkenwerder,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
89,Andreas Trick,0,1,None,TuS Finkenwerder,2024-09-21 18:00:00,handball4all.hamburg.7840056,handball4all.hamburg.126991,Männer Oberliga (100)
1,Tobias Prieß,0,0,None,TV Fischbek,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
2,Janik Rust,1,1,yellow,TV Fischbek,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
3,Jan-Malte Augustin,1,0,None,TV Fischbek,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
4,Tom Steinberg,4,0,None,TV Fischbek,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
11,Fabrice Bruce,11,0,None,TV Fischbek,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
12,Maurice Mensing,0,0,None,TV Fischbek,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
13,Elias Wani Martens,5,0,None,TV Fischbek,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
14,Jovan Conjic,3,1,yellow,TV Fischbek,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
15,Jonas Kappel,1,0,None,TV Fischbek,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
19,Marek Struß,1,2,None,TV Fischbek,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
20,Cuan Karaca,1,0,None,TV Fischbek,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
23,Jan Eric Hennings,0,0,red,TV Fischbek,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
28,Pelle Christian Ramm,8,0,None,TV Fischbek,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
5,Tobias Popp,0,0,red,TSV Ellerbek 2,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
6,Niklas Jeenicke,9,0,None,TSV Ellerbek 2,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
10,Simon Rix,1,0,None,TSV Ellerbek 2,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
16,Marlon Broecker,0,0,None,TSV Ellerbek 2,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
17,Marcel Kehr,1,0,None,TSV Ellerbek 2,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
21,Marcos Luarte Correas,0,0,None,TSV Ellerbek 2,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
25,Alexander Horstmann,3,1,None,TSV Ellerbek 2,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
32,Finn Julian Stüber,1,0,None,TSV Ellerbek 2,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
33,Robin Stutzbach,2,1,None,TSV Ellerbek 2,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
55,Tim Blunck,4,1,red,TSV Ellerbek 2,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
76,Jan Leon Petersohn,3,1,None,TSV Ellerbek 2,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
92,Paul Riesner,3,0,None,TSV Ellerbek 2,2024-09-22 16:00:00,handball4all.hamburg.7840491,handball4all.hamburg.126991,Männer Oberliga (100)
